,date_card,place_card,weight_class,method,round,time,type,order,first_fighter_res,first_fighter,second_fighter,second_kd,first_sig_str_,second_sig_str_,first_sig_str_percentage,second_sig_str_percentage,first_total_str,second_total_str,referee,agg_height_first,agg_weight_first,agg_reach_first,agg_stand_first,agg_dob_first,agg_slpm_first,agg_str_acc_first,agg_sapm_first,agg_str_def_first,agg_td_avg_first,agg_td_acc_first,agg_td_def_first,agg_sub_avg_first,agg_recodr_first,agg_nickname_first,agg_fighter_name_first,agg_last_updated_first,agg_height_second,agg_weight_second,agg_reach_second,agg_stand_second,agg_dob_second,agg_slpm_second,agg_str_acc_second,agg_sapm_second,agg_str_def_second,agg_td_avg_second,agg_td_acc_second,agg_td_def_second,agg_sub_avg_second,agg_recodr_second
5168,13-Jul-02,"London, England, United Kingdom",Lightweight, Submission ,2,1:38,,4,W,Genki Sudo,Leigh Remedios,0,9 of 29,5 of 12,31%,41%,17 of 37,32 of 42,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,13-Jul-02,"London, England, United Kingdom",Light Heavyweight, Decision - Unanimous ,3,5:00,,5,W,Phillip Miller,James Zikic,0,30 of 53,29 of 66,56%,43%,82 of 114,55 of 93,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,13-Jul-02,"London, England, United Kingdom",Light Heavyweight, Decision - Unanimous ,3,5:00,,6,W,Renato Sobral,Elvis Sinosic,0,42 of 90,7 of 20,46%,35%,117 of 174,79 of 99,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,13-Jul-02,"London, England, United Kingdom",Light Heavyweight, Decision - Unanimous ,3,5:00,,7,W,Evan Tanner,Chris Haseman,0,70 of 98,14 of 20,71%,70%,131 of 161,49 of 56,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,22-Jun-02,"Las Vegas, Nevada, USA",Light Heavyweight, Decision - Unanimous ,3,5:00,,1,W,Chuck Liddell,Vitor Belfort,0,43 of 78,20 of 42,55%,47%,59 of 95,26 of 49,John McCarthy,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,"74""",Southpaw,1-Apr-77,1.59,46%,2.83,50%,1.02,60%,53%,0.6,Record: 26-14-0 (1 NC)
5173,22-Jun-02,"Las Vegas, Nevada, USA",Welterweight, Decision - Unanimous ,3,5:00,,2,W,Benji Radach,Nick Serra,0,26 of 46,0 of 8,56%,0%,67 of 92,23 of 31,John McCarthy,"5' 10""",185 lbs.,--,Orthodox,5-Apr-79,2.62,49%,2.31,51%,1.06,41%,71%,0.4,Record: 21-7-0 (1 NC),Razor,Benji Radach,57:28.3,,,,,,,,,,,,,,
5174,22-Jun-02,"Las Vegas, Nevada, USA",Welterweight, Submission ,1,2:25,,3,W,Pete Spratt,Zach Light,0,3 of 5,2 of 5,60%,40%,5 of 7,13 of 16,Kipp Kollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,22-Jun-02,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,2,0:27,,4,W,Robbie Lawler,Steve Berger,0,28 of 51,11 of 37,54%,29%,39 of 62,28 of 54,John McCarthy,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC),Ruthless,Robbie Lawler,57:28.3,,,,,,,,,,,,,,
5176,22-Jun-02,"Las Vegas, Nevada, USA",Middleweight, KO/TKO ,2,3:34,,5,W,Tony Fryklund,Rodrigo Ruas,0,60 of 102,11 of 31,58%,35%,127 of 174,19 of 42,Kipp Kollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,11-Jan-02,"Uncasville, Connecticut, USA",Welterweight, Decision - Unanimous ,3,5:00,,7,W,Gil Castillo,Chris Brennan,0,17 of 33,8 of 23,51%,34%,120 of 150,97 of 115,Mason White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,22-Jun-02,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,1:19,,6,W,Yves Edwards,Joao Pierini,0,6 of 9,1 of 7,66%,14%,6 of 9,1 of 7,Cecil Peoples,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC),,Yves Edwards,57:28.3,"6' 1""",155 lbs.,--,Switch,11-Dec-71,0.76,14%,4.56,33%,0,0%,0%,0,Record: 4-1-0
5179,10-May-02,"Bossier City, Louisiana, USA",Middleweight, Submission ,3,1:33,belt,1,W,Murilo Bustamante,Matt Lindland,0,17 of 40,35 of 66,42%,53%,39 of 62,82 of 113,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,10-May-02,"Bossier City, Louisiana, USA",Heavyweight, KO/TKO ,2,3:25,,2,W,Ricco Rodriguez,Tsuyoshi Kohsaka,0,19 of 33,6 of 11,57%,54%,58 of 77,27 of 33,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,10-May-02,"Bossier City, Louisiana, USA",Lightweight, KO/TKO ,2,3:23,,3,W,BJ Penn,Paul Creighton,0,39 of 56,6 of 8,69%,75%,91 of 108,8 of 10,Larry Landless,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2,The Prodigy,BJ Penn,57:28.3,,,,,,,,,,,,,,
5182,10-May-02,"Bossier City, Louisiana, USA",Middleweight, KO/TKO ,1,2:59,,4,W,Phil Baroni,Amar Suloev,0,11 of 23,9 of 15,47%,60%,19 of 33,9 of 15,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,10-May-02,"Bossier City, Louisiana, USA",Lightweight, Decision - Unanimous ,3,5:00,,5,W,Caol Uno,Yves Edwards,0,19 of 32,13 of 23,59%,56%,58 of 81,30 of 42,Larry Landless,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC)
5184,10-May-02,"Bossier City, Louisiana, USA",Middleweight, KO/TKO ,3,2:27,,6,W,Ivan Salaverry,Andrei Semenov,0,43 of 72,5 of 46,59%,10%,156 of 190,5 of 46,Mason White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,10-May-02,"Bossier City, Louisiana, USA",Welterweight, Decision - Unanimous ,3,5:00,,8,W,Robbie Lawler,Aaron Riley,0,64 of 153,55 of 130,41%,42%,87 of 176,93 of 170,John McCarthy,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.5,45%,4.16,60%,0.68,64%,64%,0,Record: 28-15-0 (1 NC),Ruthless,Robbie Lawler,57:28.3,"5' 8""",155 lbs.,"69""",Southpaw,9-Dec-80,3.45,34%,3.78,61%,1.18,34%,60%,0.1,Record: 30-14-1
5186,22-Mar-02,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,2,4:35,belt,1,W,Josh Barnett,Randy Couture,0,44 of 75,18 of 21,58%,85%,53 of 85,33 of 37,John McCarthy,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4,Record: 35-8-0,The Warmaster,Josh Barnett,57:28.3,,,,,,,,,,,,,,
5187,22-Mar-02,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,3,1:45,,2,W,Pedro Rizzo,Andrei Arlovski,0,27 of 80,38 of 95,33%,40%,27 of 80,38 of 95,Larry Landless,,,,,,,,,,,,,,,,,,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC)
5188,22-Mar-02,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,4,3:01,belt,3,W,Matt Hughes,Hayato Sakurai,1,36 of 58,5 of 12,62%,41%,112 of 137,14 of 22,John McCarthy,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,,,,,,,,,,,,,,
5189,22-Mar-02,"Las Vegas, Nevada, USA",Middleweight, KO/TKO ,1,3:09,,4,W,Matt Lindland,Pat Miletich,0,20 of 40,1 of 2,50%,50%,62 of 85,1 of 2,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,22-Mar-02,"Las Vegas, Nevada, USA",Light Heavyweight, TKO - Doctor's Stoppage ,1,2:06,,5,W,Evan Tanner,Elvis Sinosic,0,7 of 13,4 of 8,53%,50%,12 of 18,7 of 11,Mason White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,22-Mar-02,"Las Vegas, Nevada, USA",Welterweight, Decision - Unanimous ,3,5:00,,8,W,Sean Sherk,Jutaro Nakao,0,21 of 30,4 of 20,70%,20%,227 of 241,8 of 24,Mason White,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,2.17,35%,2.71,55%,4.09,46%,56%,0.4,Record: 36-4-1,The Muscle Shark,Sean Sherk,57:28.3,,,,,,,,,,,,,,
5192,11-Jan-02,"Uncasville, Connecticut, USA",Lightweight, Decision - Majority ,5,5:00,belt,1,W,Jens Pulver,BJ Penn,0,38 of 98,49 of 93,38%,52%,122 of 186,161 of 210,John McCarthy,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2
5193,11-Jan-02,"Uncasville, Connecticut, USA",Heavyweight, KO/TKO ,3,3:00,,2,W,Ricco Rodriguez,Jeff Monson,0,42 of 65,7 of 20,64%,35%,100 of 126,45 of 60,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,11-Jan-02,"Uncasville, Connecticut, USA",Middleweight, KO/TKO ,2,0:44,belt,3,W,Murilo Bustamante,Dave Menne,0,9 of 12,14 of 33,75%,42%,14 of 17,23 of 42,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,11-Jan-02,"Uncasville, Connecticut, USA",Light Heavyweight, Decision - Unanimous ,3,5:00,,4,W,Chuck Liddell,Amar Suloev,0,46 of 144,26 of 69,31%,37%,46 of 144,26 of 69,Larry Landless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,11-Jan-02,"Uncasville, Connecticut, USA",Middleweight, KO/TKO ,2,2:01,,5,W,Andrei Semenov,Ricardo Almeida,0,5 of 29,12 of 35,17%,34%,35 of 59,12 of 35,Mason White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,2-Nov-01,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,3,3:22,belt,1,W,Randy Couture,Pedro Rizzo,0,41 of 52,13 of 34,78%,38%,98 of 111,20 of 42,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,2-Nov-01,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,2,4:02,,2,W,Ricco Rodriguez,Pete Williams,0,26 of 43,4 of 6,60%,66%,86 of 107,10 of 13,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,2-Nov-01,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,2,1:27,belt,3,W,Matt Hughes,Carlos Newton,0,8 of 14,2 of 7,57%,28%,14 of 20,18 of 23,John McCarthy,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,,,,,,,,,,,,,,
5200,2-Nov-01,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,0:11,,4,W,BJ Penn,Caol Uno,0,5 of 6,0 of 1,83%,0%,5 of 6,0 of 1,Larry Landless,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2,The Prodigy,BJ Penn,57:28.3,,,,,,,,,,,,,,
5201,2-Nov-01,"Las Vegas, Nevada, USA",Heavyweight, KO/TKO ,2,4:25,,5,W,Josh Barnett,Bobby Hoffman,0,17 of 20,6 of 14,85%,42%,83 of 88,21 of 31,John McCarthy,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4,Record: 35-8-0,The Warmaster,Josh Barnett,57:28.3,,,,,,,,,,,,,,
5202,2-Nov-01,"Las Vegas, Nevada, USA",Light Heavyweight, Submission ,2,0:55,,6,W,Evan Tanner,Homer Moore,0,4 of 4,4 of 8,100%,50%,6 of 7,12 of 16,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,2-Nov-01,"Las Vegas, Nevada, USA",Middleweight, Decision - Majority ,3,5:00,,7,W,Matt Lindland,Phil Baroni,1,71 of 94,32 of 54,75%,59%,215 of 242,80 of 103,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,28-Sep-01,"Las Vegas, Nevada, USA",Light Heavyweight, Decision - Unanimous ,5,5:00,belt,1,W,Tito Ortiz,Vladimir Matyushenko,0,64 of 84,19 of 49,76%,38%,248 of 269,103 of 138,John McCarthy,,,,,,,,,,,,,,,,,,"6' 0""",205 lbs.,"74""",Orthodox,4-Jan-71,1.9,44%,1.62,59%,3.25,46%,70%,0.1,Record: 27-8-0
5205,28-Sep-01,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,5,5:00,belt,2,W,Jens Pulver,Dennis Hallman,0,27 of 60,15 of 48,45%,31%,100 of 136,56 of 91,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,28-Sep-01,"Las Vegas, Nevada, USA",Light Heavyweight, Decision - Unanimous ,3,5:00,,3,W,Chuck Liddell,Murilo Bustamante,0,27 of 78,15 of 30,34%,50%,27 of 78,15 of 30,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,28-Sep-01,"Las Vegas, Nevada, USA",Welterweight, Decision - Majority ,3,5:00,,4,W,Matt Serra,Yves Edwards,0,9 of 17,9 of 14,52%,64%,20 of 31,27 of 33,Mario Yamasaki,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,1.98,39%,2.64,46%,2.05,20%,38%,0.9,Record: 11-7-0,The Terra,Matt Serra,57:28.3,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,42%,2.34,66%,0.76,53%,69%,0.7,Record: 42-22-1 (1 NC)
5208,28-Sep-01,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,5,5:00,belt,5,W,Dave Menne,Gil Castillo,0,70 of 125,9 of 25,56%,36%,180 of 241,110 of 126,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,28-Sep-01,"Las Vegas, Nevada, USA",Lightweight, Decision - Unanimous ,3,5:00,,8,W,Din Thomas,Fabiano Iha,0,42 of 69,19 of 45,60%,42%,98 of 128,46 of 78,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,29-Jun-01,"East Rutherford, New Jersey, USA",Light Heavyweight, KO/TKO ,1,3:32,belt,1,W,Tito Ortiz,Elvis Sinosic,0,35 of 59,3 of 8,59%,37%,58 of 82,12 of 18,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,29-Jun-01,"East Rutherford, New Jersey, USA",Lightweight, KO/TKO ,1,2:42,,2,W,BJ Penn,Din Thomas,0,6 of 8,1 of 5,75%,20%,11 of 13,25 of 29,John McCarthy,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2,The Prodigy,BJ Penn,57:28.3,,,,,,,,,,,,,,
5212,29-Jun-01,"East Rutherford, New Jersey, USA",Heavyweight, Submission ,1,4:21,,3,W,Josh Barnett,Semmy Schilt,0,10 of 17,1 of 1,58%,100%,21 of 28,4 of 6,John McCarthy,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4,Record: 35-8-0,The Warmaster,Josh Barnett,57:28.3,,,,,,,,,,,,,,
5213,29-Jun-01,"East Rutherford, New Jersey, USA",Welterweight, KO/TKO ,2,2:42,,4,W,Pat Miletich,Shonie Carter,0,10 of 16,14 of 42,62%,33%,76 of 83,18 of 47,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,29-Jun-01,"East Rutherford, New Jersey, USA",Light Heavyweight, Decision - Unanimous ,3,5:00,,6,W,Vladimir Matyushenko,Yuki Kondo,0,17 of 28,1 of 3,60%,33%,119 of 146,79 of 83,John McCarthy,"6' 0""",205 lbs.,"74""",Orthodox,4-Jan-71,1.9,44%,1.62,59%,3.25,46%,70%,0.1,Record: 27-8-0,The Janitor,Vladimir Matyushenko,57:28.3,,,,,,,,,,,,,,
5215,29-Jun-01,"East Rutherford, New Jersey, USA",Heavyweight, KO/TKO ,3,1:23,,7,W,Ricco Rodriguez,Andrei Arlovski,0,30 of 50,11 of 26,60%,42%,64 of 84,18 of 33,Mason White,,,,,,,,,,,,,,,,,,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC)
5216,4-May-01,"Atlantic City, New Jersey, USA",Heavyweight, Decision - Unanimous ,5,5:00,belt,1,W,Randy Couture,Pedro Rizzo,1,69 of 118,42 of 108,58%,38%,147 of 197,76 of 144,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,4-May-01,"Atlantic City, New Jersey, USA",Welterweight, Submission ,3,2:50,belt,2,W,Carlos Newton,Pat Miletich,0,14 of 52,28 of 76,26%,36%,53 of 96,50 of 100,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,4-May-01,"Atlantic City, New Jersey, USA",Light Heavyweight, KO/TKO ,1,1:18,,3,W,Chuck Liddell,Kevin Randleman,0,3 of 5,0 of 0,60%,0%,4 of 6,1 of 1,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,4-May-01,"Atlantic City, New Jersey, USA",Welterweight, KO/TKO ,3,4:51,,4,W,Shonie Carter,Matt Serra,0,18 of 33,10 of 25,54%,40%,49 of 65,27 of 44,Mario Yamasaki,,,,,,,,,,,,,,,,,,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,1.98,39%,2.64,46%,2.05,20%,38%,0.9,Record: 11-7-0
5220,4-May-01,"Atlantic City, New Jersey, USA",Heavyweight, KO/TKO ,2,1:28,,5,W,Semmy Schilt,Pete Williams,0,15 of 26,6 of 9,57%,66%,22 of 34,14 of 18,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,4-May-01,"Atlantic City, New Jersey, USA",Light Heavyweight, DQ ,3,4:21,,6,W,Matt Lindland,Ricardo Almeida,0,22 of 49,9 of 18,44%,50%,118 of 153,16 of 25,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,4-May-01,"Atlantic City, New Jersey, USA",Lightweight, KO/TKO ,1,4:57,,7,W,BJ Penn,Joey Gilbert,0,22 of 32,3 of 7,68%,42%,76 of 86,11 of 15,John McCarthy,"5' 9""",155 lbs.,"70""",Orthodox,13-Dec-78,2.76,48%,3.2,56%,1.19,55%,74%,0.5,Record: 16-14-2,The Prodigy,BJ Penn,57:28.3,,,,,,,,,,,,,,
5223,4-May-01,"Atlantic City, New Jersey, USA",Welterweight, Decision - Unanimous ,3,5:00,,8,W,Tony DeSouza,Steve Berger,0,28 of 48,2 of 18,58%,11%,51 of 71,108 of 129,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,23-Feb-01,"Atlantic City, New Jersey, USA",Middleweight, KO/TKO ,1,0:32,belt,1,W,Tito Ortiz,Evan Tanner,0,7 of 7,0 of 1,100%,0%,7 of 7,0 of 1,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,23-Feb-01,"Atlantic City, New Jersey, USA",Lightweight, Decision - Unanimous ,5,5:00,belt,2,W,Jens Pulver,Caol Uno,0,50 of 131,50 of 101,38%,49%,103 of 185,56 of 107,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,23-Feb-01,"Atlantic City, New Jersey, USA",Welterweight, Submission ,1,1:40,,3,W,Fabiano Iha,Phil Johns,0,3 of 6,2 of 3,50%,66%,3 of 6,6 of 7,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,23-Feb-01,"Atlantic City, New Jersey, USA",Middleweight, Submission ,1,2:52,,4,W,Elvis Sinosic,Jeremy Horn,0,2 of 5,4 of 10,40%,40%,21 of 24,28 of 37,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,23-Feb-01,"Atlantic City, New Jersey, USA",Heavyweight, KO/TKO ,2,4:21,,5,W,Pedro Rizzo,Josh Barnett,0,31 of 86,39 of 101,36%,38%,35 of 90,41 of 103,Mario Yamasaki,,,,,,,,,,,,,,,,,,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4,Record: 35-8-0
5229,23-Feb-01,"Atlantic City, New Jersey, USA",Heavyweight, Overturned ,1,3:27,,6,NC,Bobby Hoffman,Mark Robinson,0,20 of 23,0 of 1,86%,0%,64 of 67,1 of 2,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,23-Feb-01,"Atlantic City, New Jersey, USA",Middleweight, Decision - Unanimous ,2,5:00,,7,W,Phil Baroni,Curtis Stout,0,39 of 54,2 of 3,72%,66%,210 of 230,41 of 42,Mason White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,23-Feb-01,"Atlantic City, New Jersey, USA",Welterweight, Submission ,2,4:47,,8,W,Sean Sherk,Tiki Ghosn,0,12 of 16,1 of 7,75%,14%,134 of 146,10 of 16,Mason White,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,2.17,35%,2.71,55%,4.09,46%,56%,0.4,Record: 36-4-1,The Muscle Shark,Sean Sherk,57:28.3,,,,,,,,,,,,,,
5232,16-Dec-00,"Tokyo, Japan",Middleweight, Submission ,1,1:52,belt,1,W,Tito Ortiz,Yuki Kondo,1,16 of 22,2 of 4,72%,50%,31 of 40,2 of 4,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,16-Dec-00,"Tokyo, Japan",Welterweight, Submission ,2,1:58,belt,2,W,Pat Miletich,Kenichi Yamamoto,0,16 of 28,3 of 7,57%,42%,31 of 43,3 of 7,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,16-Dec-00,"Tokyo, Japan",Middleweight, KO/TKO ,1,2:58,,3,W,Matt Lindland,Yoji Anjo,0,17 of 26,0 of 1,65%,0%,39 of 52,0 of 1,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,16-Dec-00,"Tokyo, Japan",Welterweight, KO/TKO ,1,2:24,,4,W,Fabiano Iha,Daiju Takase,0,8 of 12,0 of 2,66%,0%,16 of 20,1 of 3,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,16-Dec-00,"Tokyo, Japan",Middleweight, KO/TKO ,1,4:58,,5,W,Evan Tanner,Lance Gibson,0,32 of 40,6 of 8,80%,75%,47 of 55,18 of 21,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,16-Dec-00,"Tokyo, Japan",Middleweight, Decision - Unanimous ,3,5:00,,7,W,Chuck Liddell,Jeff Monson,0,42 of 77,6 of 20,54%,30%,45 of 80,18 of 32,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,17-Nov-00,"Atlantic City, New Jersey, USA",Heavyweight, KO/TKO ,3,4:13,belt,1,W,Randy Couture,Kevin Randleman,0,28 of 41,15 of 19,68%,78%,71 of 85,47 of 51,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,17-Nov-00,"Atlantic City, New Jersey, USA",Heavyweight, Decision - Majority ,3,5:00,,2,W,Renato Sobral,Maurice Smith,0,7 of 17,5 of 12,41%,41%,68 of 89,60 of 67,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,17-Nov-00,"Atlantic City, New Jersey, USA",Super Heavyweight, KO/TKO ,2,4:34,,3,W,Josh Barnett,Gan McGee,0,17 of 24,10 of 21,70%,47%,44 of 55,24 of 35,John McCarthy,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4,Record: 35-8-0,The Warmaster,Josh Barnett,57:28.3,,,,,,,,,,,,,,
5241,17-Nov-00,"Atlantic City, New Jersey, USA",Heavyweight, Submission ,1,0:55,,4,W,Andrei Arlovski,Aaron Brink,0,2 of 4,0 of 5,50%,0%,2 of 4,0 of 5,John McCarthy,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC),The Pitbull,Andrei Arlovski,57:28.3,,,,,,,,,,,,,,
5242,17-Nov-00,"Atlantic City, New Jersey, USA",Lightweight, KO/TKO ,1,0:15,,5,W,Jens Pulver,John Lewis,0,1 of 3,0 of 1,33%,0%,1 of 3,0 of 1,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,17-Nov-00,"Atlantic City, New Jersey, USA",Middleweight, Decision - Unanimous ,2,5:00,,6,W,Mark Hughes,Alex Stiebling,0,9 of 19,4 of 7,47%,57%,68 of 78,38 of 42,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,17-Nov-00,"Atlantic City, New Jersey, USA",Welterweight, Decision - Unanimous ,2,5:00,,7,W,Ben Earwood,Chris Lytle,0,5 of 9,2 of 3,55%,66%,64 of 71,29 of 31,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,22-Sep-00,"New Orleans, Louisiana, USA",Heavyweight, Decision - Split ,3,5:00,,2,W,Maurice Smith,Bobby Hoffman,0,43 of 55,10 of 44,78%,22%,86 of 98,24 of 68,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,22-Sep-00,"New Orleans, Louisiana, USA",Middleweight, Submission ,1,4:32,,3,W,Jeremy Horn,Eugene Jackson,0,2 of 6,2 of 9,33%,22%,23 of 29,11 of 18,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,22-Sep-00,"New Orleans, Louisiana, USA",Middleweight, KO/TKO ,3,2:28,,5,W,Yuki Kondo,Alexandre Dantas,0,33 of 54,14 of 43,61%,32%,61 of 85,24 of 55,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,22-Sep-00,"New Orleans, Louisiana, USA",Heavyweight, Decision - Unanimous ,3,5:00,,6,W,Ian Freeman,Tedd Williams,0,30 of 61,25 of 29,49%,86%,55 of 86,46 of 50,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,22-Sep-00,"New Orleans, Louisiana, USA",Heavyweight, Decision - Unanimous ,2,5:00,,7,W,Jeff Monson,Tim Lajcik,0,31 of 62,5 of 14,50%,35%,122 of 160,40 of 54,Mario Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
